"Tanggal","ID_Mahasiswa","Jenis_Kelamin","Program_Studi","Semester","IPK_Terakhir","Perangkat_Andal","Koneksi_Stabil","Jenis_Perangkat","Platform_Daring","Interaktif_Daring","Responsivitas_Dosen","Diskusi_Teman","Fitur_Interaktif","Motivasi_Daring","Materi_Menarik","Tujuan_Akademik","Faktor_Motivasi","Gangguan_Teknis","Fokus_Daring","Tantangan_Utama","Perlu_Ditingkatkan"
"19821","M0431","Perempuan","Desain Produk",5,3.3,1,4,"Smartphone","Google Classroom",2,1,"Sering","Polling",2,1,"Ya","Akses materi daring","Tidak Pernah",4,"Sulit bertanya dengan bebas","Materi Kuliah"
"19750","M0432","Laki-laki","Sains Data",5,3.4,4,2,"Smartphone","Google Meet",1,1,"Tidak Pernah","Tidak Ada",1,4,"Tidak","Interaksi dosen","Tidak Pernah",1,"Gangguan teknis","Interaksi Mahasiswa, Lainnya, Kualitas Perangkat"
"19496","M0433","Laki-laki","Sains Data",7,2.3,5,3,"Tablet","Zoom",4,4,"Sering","Polling",2,1,"Tidak","Interaksi dosen","Selalu",2,"Sulit bertanya dengan bebas","Interaksi Mahasiswa"
"19656","M0434","Tidak ingin menyebutkan","Teknik Informatika",2,4,4,1,"Smartphone","Google Meet",4,4,"Sering","Breakout Rooms",5,5,"Tidak","Tugas yang menarik","Selalu",4,"Sulit bertanya dengan bebas","Kualitas Perangkat, Materi Kuliah"
"19728","M0435","Perempuan","Teknik Informatika",6,2.3,1,2,"Smartphone","Zoom",3,5,"Tidak Pernah","Chat",3,3,"Ya","Akses materi daring","Sering",4,"Tidak bisa diskusi tatap muka","Materi Kuliah, Kualitas Perangkat, Koneksi Internet"
"20027","M0436","Tidak ingin menyebutkan","Teknik Informatika",4,3.9,1,5,"Tablet","Google Meet",3,4,"Tidak Pernah","Chat",3,4,"Tidak","Bisa belajar lebih dalam","Sering",4,"Kurang memahami materi sulit","Materi Kuliah"
"19546","M0437","Perempuan","Teknik Perminyakan",6,3.4,2,4,"Smartphone","Google Meet",3,2,"Selalu","Polling",5,5,"Ya","Fleksibilitas waktu","Kadang-kadang",2,"Kurang memahami materi sulit","Materi Kuliah, Koneksi Internet"
"19668","M0438","Tidak ingin menyebutkan","Teknik Perminyakan",6,3.1,2,3,"Smartphone","Google Meet",1,1,"Selalu","Chat",1,3,"Ya","Interaksi dosen","Kadang-kadang",1,"Tidak bisa diskusi tatap muka","Materi Kuliah, Interaksi Dosen"
"19546","M0439","Laki-laki","Desain Produk",2,2.5,4,2,"Laptop","Google Classroom",4,3,"Selalu","Tidak Ada",3,1,"Tidak","Bisa belajar lebih dalam","Jarang",3,"Gangguan teknis","Lainnya"
"19775","M0440","Perempuan","Sains Data",5,2.7,3,5,"Tablet","Google Classroom",5,4,"Selalu","Polling",2,2,"Ya","Interaksi dosen","Tidak Pernah",4,"Kurang interaksi","Koneksi Internet, Interaksi Dosen"
"19926","M0441","Perempuan","Teknik Perminyakan",4,3.7,5,1,"Tablet","Zoom",1,4,"Jarang","Breakout Rooms",5,1,"Ya","Tugas yang menarik","Sering",3,"Sulit fokus","Lainnya, Interaksi Dosen"
"19739","M0442","Perempuan","Teknik Informatika",4,3.8,2,1,"Smartphone","Google Classroom",3,2,"Tidak Pernah","Polling",4,2,"Tidak","Interaksi dosen","Jarang",2,"Tidak bisa diskusi tatap muka","Materi Kuliah, Lainnya, Interaksi Mahasiswa"
"19395","M0443","Perempuan","Desain Produk",3,3,4,1,"Smartphone","Zoom",1,1,"Kadang-kadang","Polling",4,3,"Tidak","Bisa belajar lebih dalam","Kadang-kadang",5,"Kurang memahami materi sulit","Koneksi Internet, Kualitas Perangkat"
"19441","M0444","Perempuan","Sains Data",7,3.8,4,3,"Tablet","Google Classroom",5,1,"Tidak Pernah","Tidak Ada",1,4,"Ya","Bisa belajar lebih dalam","Selalu",5,"Gangguan teknis","Interaksi Mahasiswa, Interaksi Dosen"
"19676","M0445","Laki-laki","Teknik Perminyakan",3,3.4,3,2,"Laptop","Google Classroom",4,1,"Jarang","Tidak Ada",3,1,"Ya","Akses materi daring","Jarang",4,"Tidak bisa diskusi tatap muka","Kualitas Perangkat, Materi Kuliah, Koneksi Internet"
"20043","M0446","Tidak ingin menyebutkan","Teknik Informatika",6,2.8,2,1,"Laptop","Zoom",5,5,"Kadang-kadang","Chat",5,4,"Ya","Fleksibilitas waktu","Selalu",1,"Kurang memahami materi sulit","Lainnya, Materi Kuliah, Koneksi Internet"
"19759","M0447","Perempuan","Teknik Pertambangan",7,2.6,4,2,"Tablet","Zoom",2,4,"Selalu","Breakout Rooms",1,5,"Ya","Tugas yang menarik","Sering",2,"Kurang memahami materi sulit","Kualitas Perangkat, Interaksi Mahasiswa"
"19999","M0448","Tidak ingin menyebutkan","Sains Data",2,3.9,3,4,"Laptop","Zoom",2,2,"Tidak Pernah","Tidak Ada",2,1,"Tidak","Fleksibilitas waktu","Jarang",1,"Kurang interaksi","Koneksi Internet, Kualitas Perangkat"
"19477","M0449","Perempuan","Sains Data",1,2.2,5,1,"Laptop","Google Meet",3,1,"Sering","Breakout Rooms",5,4,"Tidak","Efisiensi","Tidak Pernah",5,"Kurang interaksi","Materi Kuliah, Kualitas Perangkat, Interaksi Dosen"
"20069","M0450","Laki-laki","Teknik Perminyakan",5,3.4,3,4,"Smartphone","Zoom",2,2,"Kadang-kadang","Tidak Ada",2,2,"Ya","Bisa belajar lebih dalam","Sering",5,"Kurang memahami materi sulit","Kualitas Perangkat, Interaksi Mahasiswa"
"19688","M0451","Tidak ingin menyebutkan","Teknik Informatika",8,3.6,5,5,"Smartphone","Zoom",2,1,"Jarang","Polling",2,1,"Tidak","Fleksibilitas waktu","Tidak Pernah",2,"Kurang interaksi","Lainnya"
"19890","M0452","Perempuan","Sains Data",3,2.4,4,3,"Laptop","Google Classroom",1,5,"Jarang","Tidak Ada",5,5,"Tidak","Efisiensi","Selalu",5,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa"
"19798","M0453","Tidak ingin menyebutkan","Teknik Informatika",7,3.2,2,2,"Laptop","Google Classroom",3,5,"Tidak Pernah","Chat",2,3,"Tidak","Efisiensi","Sering",5,"Tidak bisa diskusi tatap muka","Koneksi Internet, Interaksi Dosen"
"19556","M0454","Perempuan","Teknik Perminyakan",8,2.3,5,5,"Laptop","Google Classroom",2,4,"Jarang","Breakout Rooms",4,1,"Ya","Efisiensi","Kadang-kadang",4,"Sulit bertanya dengan bebas","Interaksi Mahasiswa, Koneksi Internet, Interaksi Dosen"
"19856","M0455","Tidak ingin menyebutkan","Teknik Informatika",8,2.8,3,5,"Laptop","Google Classroom",2,1,"Tidak Pernah","Breakout Rooms",5,3,"Ya","Bisa belajar lebih dalam","Tidak Pernah",3,"Kurang interaksi","Lainnya"
"19956","M0456","Tidak ingin menyebutkan","Teknik Pertambangan",3,2.5,3,3,"Tablet","Google Meet",4,2,"Kadang-kadang","Breakout Rooms",2,1,"Tidak","Bisa belajar lebih dalam","Selalu",2,"Kurang memahami materi sulit","Kualitas Perangkat, Interaksi Mahasiswa, Interaksi Dosen"
"19429","M0457","Perempuan","Teknik Pertambangan",6,3.1,1,2,"Tablet","Zoom",5,4,"Kadang-kadang","Tidak Ada",1,4,"Ya","Akses materi daring","Jarang",2,"Kurang interaksi","Interaksi Mahasiswa, Koneksi Internet, Lainnya"
"19672","M0458","Perempuan","Teknik Informatika",5,3.3,3,1,"Smartphone","Google Meet",1,4,"Kadang-kadang","Breakout Rooms",4,5,"Tidak","Fleksibilitas waktu","Jarang",1,"Sulit fokus","Kualitas Perangkat"
"20071","M0459","Perempuan","Sains Data",5,3.8,3,3,"Smartphone","Zoom",3,4,"Tidak Pernah","Chat",4,1,"Tidak","Efisiensi","Jarang",3,"Sulit fokus","Interaksi Dosen, Interaksi Mahasiswa, Lainnya"
"20034","M0460","Tidak ingin menyebutkan","Teknik Informatika",1,2.7,5,2,"Laptop","Zoom",5,2,"Selalu","Chat",2,1,"Tidak","Fleksibilitas waktu","Kadang-kadang",5,"Kurang interaksi","Koneksi Internet"
"19438","M0461","Laki-laki","Teknik Perminyakan",1,2.5,2,1,"Laptop","Google Meet",3,4,"Selalu","Chat",1,2,"Tidak","Tugas yang menarik","Kadang-kadang",5,"Gangguan teknis","Koneksi Internet, Interaksi Mahasiswa, Lainnya"
"19412","M0462","Laki-laki","Teknik Pertambangan",5,2.6,2,1,"Laptop","Google Classroom",2,2,"Selalu","Chat",4,2,"Ya","Bisa belajar lebih dalam","Selalu",3,"Kurang interaksi","Koneksi Internet, Kualitas Perangkat"
"19491","M0463","Laki-laki","Desain Produk",8,2.5,5,4,"Smartphone","Google Classroom",5,5,"Jarang","Polling",4,4,"Tidak","Bisa belajar lebih dalam","Sering",5,"Gangguan teknis","Koneksi Internet, Kualitas Perangkat, Interaksi Dosen"
"19781","M0464","Tidak ingin menyebutkan","Teknik Perminyakan",4,2.2,3,3,"Smartphone","Google Classroom",5,3,"Jarang","Tidak Ada",4,3,"Ya","Bisa belajar lebih dalam","Tidak Pernah",3,"Sulit bertanya dengan bebas","Interaksi Mahasiswa, Koneksi Internet"
"19363","M0465","Laki-laki","Teknik Perminyakan",2,2.5,5,2,"Smartphone","Zoom",5,1,"Jarang","Chat",3,2,"Ya","Akses materi daring","Tidak Pernah",2,"Kurang memahami materi sulit","Koneksi Internet"
"19485","M0466","Perempuan","Teknik Informatika",1,3.8,3,3,"Smartphone","Zoom",1,3,"Selalu","Polling",1,3,"Ya","Efisiensi","Sering",4,"Kurang interaksi","Lainnya, Koneksi Internet, Interaksi Mahasiswa"
"20025","M0467","Tidak ingin menyebutkan","Teknik Perminyakan",2,2.1,5,4,"Laptop","Google Classroom",1,5,"Selalu","Polling",1,1,"Ya","Fleksibilitas waktu","Kadang-kadang",3,"Kurang memahami materi sulit","Interaksi Dosen, Materi Kuliah"
"19406","M0468","Laki-laki","Teknik Pertambangan",2,3,3,2,"Laptop","Zoom",5,1,"Tidak Pernah","Chat",4,4,"Ya","Fleksibilitas waktu","Selalu",3,"Gangguan teknis","Interaksi Mahasiswa, Lainnya"
"19833","M0469","Perempuan","Sains Data",3,3.6,4,4,"Tablet","Google Classroom",5,4,"Kadang-kadang","Tidak Ada",1,2,"Tidak","Efisiensi","Jarang",2,"Gangguan teknis","Kualitas Perangkat"
"19596","M0470","Perempuan","Teknik Perminyakan",5,3.7,4,1,"Smartphone","Zoom",3,4,"Sering","Breakout Rooms",4,3,"Ya","Interaksi dosen","Sering",5,"Tidak bisa diskusi tatap muka","Kualitas Perangkat"
"19697","M0471","Tidak ingin menyebutkan","Teknik Informatika",7,3.2,3,5,"Smartphone","Google Classroom",5,3,"Kadang-kadang","Chat",4,5,"Tidak","Efisiensi","Kadang-kadang",5,"Kurang interaksi","Materi Kuliah, Koneksi Internet, Interaksi Dosen"
"19550","M0472","Perempuan","Sains Data",7,2.5,1,3,"Tablet","Google Classroom",3,4,"Kadang-kadang","Breakout Rooms",5,1,"Ya","Interaksi dosen","Jarang",5,"Koneksi internet lambat","Koneksi Internet, Interaksi Mahasiswa, Lainnya"
"20066","M0473","Perempuan","Desain Produk",5,3.2,4,3,"Smartphone","Google Classroom",3,1,"Selalu","Polling",1,5,"Tidak","Efisiensi","Selalu",3,"Sulit bertanya dengan bebas","Materi Kuliah"
"19816","M0474","Tidak ingin menyebutkan","Teknik Pertambangan",6,2.3,1,4,"Smartphone","Google Meet",1,1,"Sering","Tidak Ada",5,5,"Tidak","Fleksibilitas waktu","Tidak Pernah",3,"Koneksi internet lambat","Koneksi Internet, Kualitas Perangkat, Materi Kuliah"
"19660","M0475","Perempuan","Desain Produk",4,3,3,1,"Smartphone","Google Classroom",5,3,"Tidak Pernah","Chat",3,1,"Tidak","Efisiensi","Selalu",3,"Gangguan teknis","Lainnya"
"19505","M0476","Laki-laki","Teknik Informatika",7,2.2,5,5,"Tablet","Zoom",1,4,"Selalu","Polling",4,2,"Ya","Akses materi daring","Jarang",4,"Sulit bertanya dengan bebas","Koneksi Internet, Interaksi Dosen"
"19547","M0477","Tidak ingin menyebutkan","Teknik Informatika",6,2.6,3,3,"Laptop","Google Meet",3,2,"Tidak Pernah","Polling",1,3,"Tidak","Bisa belajar lebih dalam","Tidak Pernah",3,"Tidak bisa diskusi tatap muka","Koneksi Internet, Lainnya"
"19981","M0478","Laki-laki","Sains Data",5,3.4,4,1,"Laptop","Google Classroom",3,1,"Sering","Chat",2,1,"Ya","Interaksi dosen","Tidak Pernah",4,"Kurang interaksi","Koneksi Internet, Interaksi Mahasiswa"
"19548","M0479","Tidak ingin menyebutkan","Teknik Perminyakan",7,2.4,3,3,"Smartphone","Zoom",1,4,"Selalu","Chat",1,2,"Tidak","Efisiensi","Selalu",5,"Kurang memahami materi sulit","Materi Kuliah, Lainnya"
"19803","M0480","Tidak ingin menyebutkan","Teknik Perminyakan",2,2.8,1,1,"Tablet","Google Meet",3,1,"Sering","Tidak Ada",1,4,"Ya","Efisiensi","Kadang-kadang",1,"Kurang interaksi","Kualitas Perangkat, Lainnya, Materi Kuliah"
"19476","M0481","Perempuan","Desain Produk",1,3.6,4,1,"Tablet","Google Classroom",4,1,"Tidak Pernah","Polling",1,5,"Tidak","Interaksi dosen","Selalu",4,"Kurang memahami materi sulit","Interaksi Mahasiswa"
"19984","M0482","Tidak ingin menyebutkan","Teknik Perminyakan",3,2.5,1,3,"Smartphone","Google Meet",1,2,"Tidak Pernah","Chat",5,1,"Tidak","Tugas yang menarik","Tidak Pernah",4,"Sulit bertanya dengan bebas","Materi Kuliah, Lainnya"
"19879","M0483","Tidak ingin menyebutkan","Teknik Perminyakan",1,2.2,2,3,"Laptop","Google Meet",3,2,"Selalu","Tidak Ada",1,1,"Ya","Fleksibilitas waktu","Jarang",2,"Koneksi internet lambat","Interaksi Mahasiswa, Materi Kuliah, Koneksi Internet"
"19984","M0484","Perempuan","Teknik Pertambangan",2,3.6,2,3,"Tablet","Zoom",5,1,"Selalu","Breakout Rooms",2,3,"Tidak","Fleksibilitas waktu","Kadang-kadang",5,"Sulit fokus","Interaksi Dosen, Materi Kuliah, Kualitas Perangkat"
"19416","M0485","Tidak ingin menyebutkan","Teknik Perminyakan",2,3.3,3,4,"Laptop","Google Meet",4,4,"Kadang-kadang","Chat",2,3,"Tidak","Fleksibilitas waktu","Selalu",2,"Koneksi internet lambat","Interaksi Mahasiswa, Materi Kuliah"
"19418","M0486","Laki-laki","Teknik Perminyakan",4,3,1,4,"Smartphone","Zoom",1,4,"Sering","Chat",3,2,"Tidak","Fleksibilitas waktu","Tidak Pernah",3,"Sulit fokus","Materi Kuliah, Interaksi Dosen"
"19779","M0487","Perempuan","Sains Data",8,2.4,3,4,"Laptop","Google Meet",5,3,"Tidak Pernah","Breakout Rooms",5,2,"Tidak","Tugas yang menarik","Selalu",4,"Kurang memahami materi sulit","Kualitas Perangkat"
"19465","M0488","Perempuan","Sains Data",8,2.4,4,1,"Laptop","Zoom",1,3,"Tidak Pernah","Polling",5,2,"Ya","Interaksi dosen","Selalu",5,"Kurang memahami materi sulit","Kualitas Perangkat, Lainnya, Koneksi Internet"
"19649","M0489","Laki-laki","Teknik Pertambangan",4,3.2,1,1,"Laptop","Zoom",5,5,"Selalu","Tidak Ada",1,3,"Ya","Fleksibilitas waktu","Kadang-kadang",3,"Kurang memahami materi sulit","Koneksi Internet, Lainnya, Interaksi Dosen"
"19730","M0490","Laki-laki","Teknik Pertambangan",1,2.1,3,3,"Laptop","Google Meet",1,4,"Tidak Pernah","Breakout Rooms",1,5,"Ya","Fleksibilitas waktu","Tidak Pernah",3,"Sulit bertanya dengan bebas","Koneksi Internet, Lainnya"
"19892","M0491","Tidak ingin menyebutkan","Desain Produk",4,2.5,4,1,"Laptop","Google Meet",3,1,"Jarang","Breakout Rooms",3,2,"Tidak","Bisa belajar lebih dalam","Selalu",4,"Sulit bertanya dengan bebas","Materi Kuliah, Lainnya"
"19472","M0492","Tidak ingin menyebutkan","Teknik Pertambangan",4,3.6,2,2,"Tablet","Google Classroom",2,2,"Kadang-kadang","Chat",4,5,"Tidak","Akses materi daring","Tidak Pernah",1,"Kurang interaksi","Interaksi Dosen, Materi Kuliah"
"19957","M0493","Tidak ingin menyebutkan","Sains Data",7,2.6,2,3,"Tablet","Google Classroom",1,1,"Tidak Pernah","Polling",1,5,"Tidak","Fleksibilitas waktu","Tidak Pernah",5,"Koneksi internet lambat","Lainnya"
"20001","M0494","Perempuan","Teknik Perminyakan",1,2,3,1,"Smartphone","Zoom",3,5,"Selalu","Breakout Rooms",3,2,"Tidak","Interaksi dosen","Sering",2,"Koneksi internet lambat","Koneksi Internet, Lainnya, Interaksi Mahasiswa"
"19770","M0495","Tidak ingin menyebutkan","Teknik Perminyakan",3,3.9,4,5,"Tablet","Google Meet",5,3,"Jarang","Breakout Rooms",1,4,"Ya","Tugas yang menarik","Kadang-kadang",2,"Gangguan teknis","Materi Kuliah, Koneksi Internet"
"20055","M0496","Tidak ingin menyebutkan","Desain Produk",2,2.2,4,3,"Tablet","Zoom",4,1,"Sering","Tidak Ada",5,3,"Ya","Bisa belajar lebih dalam","Jarang",5,"Gangguan teknis","Koneksi Internet, Materi Kuliah, Kualitas Perangkat"
"19560","M0497","Perempuan","Sains Data",3,3.5,3,5,"Tablet","Google Meet",3,1,"Sering","Breakout Rooms",2,4,"Tidak","Efisiensi","Jarang",2,"Koneksi internet lambat","Interaksi Mahasiswa, Materi Kuliah"
"19603","M0498","Tidak ingin menyebutkan","Teknik Perminyakan",7,3.7,1,2,"Smartphone","Google Meet",5,3,"Tidak Pernah","Polling",3,5,"Tidak","Fleksibilitas waktu","Kadang-kadang",1,"Kurang memahami materi sulit","Interaksi Dosen, Interaksi Mahasiswa, Lainnya"
"19797","M0499","Laki-laki","Sains Data",3,2,4,1,"Tablet","Google Meet",4,3,"Kadang-kadang","Chat",1,4,"Ya","Interaksi dosen","Jarang",2,"Koneksi internet lambat","Lainnya, Materi Kuliah, Koneksi Internet"
"20047","M0500","Tidak ingin menyebutkan","Teknik Perminyakan",5,3.7,5,1,"Laptop","Zoom",2,5,"Selalu","Polling",2,5,"Ya","Efisiensi","Tidak Pernah",5,"Kurang interaksi","Materi Kuliah, Interaksi Mahasiswa"
